job_index,name,source,core,tier,spent,node_count,hp_per_second,kills_per_second,player_hp_lost,deaths,min_hp,followers_per_minute,q_casts,v_casts,generated,frame_p95_ms,gear_set,gear_rank,q,v,nodes
264,random ranged seg12 #0,random,ranged,seg12,64000,85,6354.25,42.625,79.3,0,411.5,5842.5,0,1,2314,2.27,lattice,15,BRQ,BRV,core.ranged PR02 pick.D1 OR01 pick.P2 PR06 BR02 OR04 PR05 PRQ OR03 OR08 ORQ PR10 pick.M2 PRQ5 PRQ2 ORQ3 ORQ1 BR06 PRQ3 BRQ BR11 PRF2 ORQ5 BRQ7 OR09 ORQ4 BRQ3 ORA PRQ4 PR07 BR01 BR05 BRK1 ORK1 BRF2 OR11 BRQ4 PRK2 BR03 PRE2 ORV OR12 ORQ6 PR11 BR09 BRQ6 BRQ5 BR07 BR04 ORF2 BRQ1 PRQ6 ORV3 OR07 BR10 BRE2 OR02 BRC PRQ1 BRQ2 G1 core.magic OR06 BRK2 ORV1 BR08 BRV BRV2 DO12 DO09 DT01 DO10 ORC DT06 DOQ OR05 DOQ3 DO01 PR03 DOQ6 DOQ1 OR10 DOQ2
268,random ranged seg12 #4,random,ranged,seg12,63876,75,5524.10,36.375,309.2,0,156.6,4590.0,0,1,1722,1.17,conduit,15,PRQ,BRV,core.ranged pick.P2 OR02 OR01 OR03 OR04 ORQ BR01 OR05 PR02 OR06 BR04 ORF2 ORQ5 ORQ7 OR07 pick.M2 pick.D2 BR02 BR08 BR09 ORQ3 PR01 BR07 OR08 PR06 BR11 PRQ OR10 ORQ1 BR06 PR07 BRC BR03 PR03 BRQ BRQ2 PRQ6 BRQ3 PR08 BRA BRQ7 PR05 OR11 BRF1 BRS2 PRF2 PRQ1 ORK2 PRQ5 ORQ6 ORV PRA PR12 PRQ4 BRV BRV3 PRE2 PR04 BR05 BRV2 BRQ4 PRQ2 ORQ4 PRC BRV1 BRQ1 PR09 BRK2 ORV1 PRK2 OR09 PRV ORS1 BRE1
272,random ranged seg12 #8,random,ranged,seg12,64000,90,4826.87,33.125,252.3,0,154.4,4380.0,80,1,1630,1.34,conduit,15,PRQ,BRV,core.ranged OR02 PR01 OR05 pick.M3 OR06 OR01 OR11 ORQ BR01 OR03 ORQ2 ORQ6 OR08 PR03 PR02 pick.D1 ORQ4 PR05 PR06 G1 core.magic PRK1 OR07 PR04 IN01 ORQ7 PRF2 ORK2 ORQ3 BR02 DT02 OR12 PR09 ORF1 PR08 PR11 BR04 BR03 ORV OR10 BR06 BRK1 IN03 IN02 pick.P3 DT01 IN04 IN05 BR08 DTQ BR11 OR09 IN10 DO05 ORA DO07 INQ INK1 DT03 PRK2 BRF1 PR07 DT06 PRQ DT10 PRQ6 PRQ1 BRC BR07 DT09 DO12 BR05 PR12 BRV DO08 IN06 IN09 PRC INC DT04 IN08 BR09 BR10 DO11 PRQ5 DO03 ORS1 PRS1 BRS2
276,random ranged seg12 #12,random,ranged,seg12,64000,86,6783.01,43.750,81.9,0,384.1,5805.0,0,2,2029,1.41,gravemarch,15,BRQ,PRV,core.ranged pick.D3 pick.M2 BR01 OR02 BR03 BRQ PR02 PR06 BRQ4 BR08 pick.P2 BR07 OR01 BRQ1 BRQ7 PR01 PR03 BR06 OR03 PR04 PRQ PRQ6 PR11 BR02 OR08 PR09 BR11 PR05 PRQ3 BRK2 PRF2 PR07 BR04 PR12 PRQ4 PRK1 ORQ BRC ORQ4 G1 core.magic BRQ5 DO12 IN02 BRV ORQ1 IN01 BRV1 BRF1 IN05 IN11 PRV ORQ6 DO01 OR10 IN06 BRQ6 BRA PR10 PRV1 IN08 ORQ7 IN07 INQ RM3 DT02 PRE2 IN03 INQ3 INQ6 OR06 PRQ1 OR07 INA INQ5 OR04 DT11 DO02 RM4 DO05 DTQ OR11 PRK2 OR12 DTQ6
280,random magic seg12 #0,random,magic,seg12,64000,80,8229.85,45.375,58.1,1,1.0,6165.0,0,2,1805,2.79,gravemarch,15,INQ,DOV,core.magic DO12 pick.D3 DT02 IN02 DO05 DO07 pick.M2 DO09 DO03 DOK2 DT03 IN03 DO06 DO02 IN01 DO11 DO10 INQ DOF2 DOS2 DO01 DOC DOQ DOV DTQ DOQ1 IN06 DT08 DTQ5 DT01 pick.P1 DO04 DT06 DOV1 DT07 DTQ2 DO08 DT05 INQ5 INQ3 IN05 INQ2 DT11 INQ4 IN07 DOQ6 IN08 DTA IN10 IN04 IN11 INQ6 DT10 DT04 DT12 DTF1 INK2 IN09 INK1 DOK1 DOQ2 DOV2 INF1 INV DTQ4 DTK1 DOA INA DOQ5 DOQ3 IN12 INV1 DOQ4 DTQ3 DTE1 DOE2 INV2 DTS1 INS2
284,random magic seg12 #4,random,magic,seg12,64000,93,9692.38,46.500,40.7,0,474.8,6165.0,0,2,3804,5.33,gravemarch,15,INQ,INV,core.magic pick.M2 DT01 pick.P2 DT02 DT04 DO12 IN01 pick.D1 IN03 DT10 DO05 IN04 DTS1 DT11 DT05 DT03 IN05 DO09 DOQ DO10 DO11 DOK1 DTQ DTQ5 DT08 DO01 DO04 DOF2 IN10 DO06 DO02 DT06 DO07 DTQ4 IN06 IN11 INK1 INS2 DO03 IN09 INF1 IN08 DTK1 INC INQ INQ4 INV G1 core.ranged DOS2 IN12 BR02 OR02 BR06 OR05 DT07 OR10 INS1 OR11 ORK1 ORQ BR05 DOK2 OR08 INV1 OR06 IN02 PR01 DOA DO08 DTQ6 INK2 DTV PR03 PR11 IN07 OR03 OR01 DTQ2 DOQ5 RM1 OR12 DT09 DTF1 PR04 DTE1 BRQ DT12 ORF2 BR01 DOE2 DOS1
288,random magic seg12 #8,random,magic,seg12,63876,75,7323.24,42.750,37.5,0,477.9,5752.5,80,1,1587,2.79,gravemarch,15,DOQ,INV,core.magic IN01 DT02 DT01 pick.P2 DT04 DT03 DT10 DT06 DO12 DO09 DT05 IN02 DTK2 DOQ DO08 DOQ1 DT11 DTQ DOQ2 DO06 DO04 DTQ3 DOF2 DT07 DO02 DO11 IN06 DOK2 DOS1 IN09 DOQ4 IN05 DO05 IN11 DTQ1 INF1 IN03 DO01 pick.D2 DOV INK1 IN04 pick.M3 IN10 DO03 INQ DO10 DT09 DTC INQ3 DTV IN12 DTV2 INQ2 INQ6 DOQ3 DTK1 DOQ5 INQ1 DOV1 DO07 DTA DTS2 IN07 DOV2 INV DTV3 DTQ4 DOK1 IN08 DTQ6 DTQ2 INV2 DOE2
292,random magic seg12 #12,random,magic,seg12,64000,82,8150.24,42.500,94.6,0,285.6,5730.0,80,1,2095,3.03,conduit,15,DOQ,INV,core.magic pick.M2 DO01 pick.P3 pick.D1 IN02 DO05 DO02 DO03 DT01 IN03 DO12 DO06 DO08 DO11 IN06 DT03 DT06 DT02 IN09 DOK2 DT04 DOA DT05 DO09 DTA DOK1 DT07 INF1 DO04 DTF1 DTQ DTQ2 DO07 IN12 IN08 DO10 DT08 DTK1 DOF2 DTQ1 IN04 INK1 INQ DTK2 INQ4 INQ3 DOC IN05 IN07 DT09 IN10 IN11 DTQ6 INQ2 G1 core.ranged IN01 INQ6 INQ5 DOQ OR01 INA PR01 PR03 DOV DOS2 BR11 PR07 RM1 DOQ5 DOQ4 PR08 PR04 INV DT10 DOQ3 DOV2 INC DOE2 BR02 BR01
1,Execution developed,preset,melee,seg4,4800,11,1573.11,12.250,23.0,0,169.6,1590.0,1,0,859,2.22,conduit,3,EXQ,,core.melee EX01 EX02 EX03 EX04 EX05 EX06 EX10 EXQ EXQ3 EXF2
5,Momentum pure,preset,melee,seg6,12800,14,2618.69,19.375,0.0,0,294.0,2707.5,1,1,120,1.15,gravemarch,6,MOQ,MOV,core.melee MO01 MO02 MO03 MO04 MO07 MO12 MOQ MOQ1 MOF1 MOK1 MOC MOV MOE1
9,Precision early,preset,ranged,seg2,1000,5,968.01,8.000,162.4,1,15.8,1012.5,0,0,0,0.77,gravemarch,1,,,core.ranged PR01 PR02 PR03 PR04
13,Barrage developed,preset,ranged,seg4,6000,12,1101.39,8.125,31.8,0,123.6,1230.0,1,0,990,1.01,conduit,3,BRQ,,core.ranged BR01 BR02 BR04 BR05 BR09 BR10 BR11 BR08 BRQ BRQ4 BRF2
17,Ordnance pure,preset,ranged,seg6,13600,15,3027.55,22.250,242.1,1,8.7,3120.0,2,1,1064,0.77,conduit,6,ORQ,ORV,core.ranged OR01 OR02 OR03 OR04 OR09 OR08 OR12 ORQ ORQ1 ORF1 ORK1 ORC ORV ORE1
21,Distortion early,preset,magic,seg2,1000,5,489.13,3.625,45.3,0,77.2,457.5,0,0,303,1.18,conduit,1,,,core.magic DT01 DT02 DT03 DT06
25,Dominion developed,preset,magic,seg4,5600,12,2357.39,17.000,170.4,1,6.8,2317.5,1,0,1129,1.88,conduit,3,DOQ,,core.magic DO01 DO02 DO04 DO06 DO05 DO07 DO08 DO11 DOQ DOQ6 DOF1
29,Hybrid: Death Debt,preset,melee,seg9,20600,26,5599.72,41.000,6.3,0,368.5,5797.5,1,1,2711,1.40,conduit,10,EXQ,EXV,core.melee EX01 EX02 EX03 EX04 EX05 EX06 EX10 EXQ EXQ3 EXF2 EXC EXV EXE2 G1 core.magic DT01 DT06 DT03 DT02 DT10 DT08 DT09 DT12 DTF2 MM2
33,"Hybrid: Kill Feed, ranged side",preset,ranged,seg9,18000,21,1588.97,11.375,168.1,0,104.9,1432.5,1,0,979,0.93,conduit,10,BRQ,BRV,core.ranged BR01 BR02 BR04 BR05 BR09 BR10 BR11 BR08 BRQ BRQ4 BRF2 BRC BRV BRE2 G1 core.melee EX01 EX03 EX10 MR2
37,Authored: Blood domino,authored,melee,seg6,12000,14,5823.18,43.000,111.5,0,134.5,5962.5,1,2,607,5.87,lattice,6,EXQ,EXV,core.melee EX01 EX02 EX03 EX04 EX05 EX06 EX10 EXQ EXQ3 EXF2 EXC EXV EXE2
41,Authored: Bullet Hell,authored,ranged,seg6,13200,15,2073.20,17.500,178.6,0,80.6,2235.0,1,1,797,0.87,gravemarch,6,BRQ,BRV,core.ranged BR01 BR02 BR04 BR05 BR09 BR10 BR11 BR08 BRQ BRQ4 BRF2 BRC BRV BRE2
45,Authored: Mass Grave,authored,magic,seg6,12800,15,5827.13,39.000,109.1,0,159.9,5287.5,1,1,3730,2.36,gravemarch,6,DOQ,DOV,core.magic DO01 DO02 DO04 DO06 DO05 DO07 DO08 DO11 DOQ DOQ6 DOF1 DOC DOV DOE1
49,Authored: Stormwire,authored,ranged,seg9,20600,24,4673.09,29.250,166.7,0,177.1,4080.0,1,1,5159,0.99,conduit,10,BRQ,BRV,core.ranged BR01 BR02 BR04 BR05 BR09 BR10 BR11 BR08 BRQ BRQ4 BRF2 BRC BRV BRE2 G1 core.magic DO05 DO07 DO01 DO02 DO06 DOA RM6
53,"Route: Kill Feed, ranged side",route,ranged,seg9,18000,21,2976.32,18.500,108.4,0,249.2,2272.5,1,1,1018,0.83,gravemarch,10,BRQ,BRV,core.ranged BR01 BR02 BR04 BR05 BR09 BR10 BR11 BR08 BRQ BRQ4 BRF2 BRC BRV BRE2 G1 core.melee EX01 EX03 EX10 MR2
57,random melee seg2 #1,random,melee,seg2,3000,10,1564.98,11.500,105.6,0,64.9,1192.5,80,0,136,1.19,gravemarch,1,BAQ,,core.melee MO02 BA01 BA03 MO05 EX01 BAQ EX04 EX02 BA07
61,random melee seg2 #5,random,melee,seg2,3000,9,1520.97,11.125,170.5,1,6.5,1462.5,0,0,133,1.09,gravemarch,1,,,core.melee EX02 MO01 MO03 BA01 MO02 MO06 MOK1 MO05
65,random melee seg2 #9,random,melee,seg2,3000,9,285.06,1.375,50.6,0,96.9,232.5,0,0,120,0.95,conduit,1,,,core.melee MO01 MO04 MO09 BA01 MO12 BA02 BA06 MO02
69,random melee seg2 #13,random,melee,seg2,3000,10,1495.02,9.750,95.3,0,97.0,1222.5,80,0,128,1.16,gravemarch,1,BAQ,,core.melee MO01 BA02 BA01 MO04 BAQ BAQ2 BA05 EX01 EX02
73,random ranged seg2 #1,random,ranged,seg2,3000,8,438.24,1.250,120.0,1,15.3,165.0,12,0,95,0.76,conduit,1,ORQ,,core.ranged PR01 OR02 OR05 ORQ OR10 ORQ5 BR02
77,random ranged seg2 #5,random,ranged,seg2,3000,9,941.09,5.875,142.9,1,17.9,667.5,1,0,468,0.88,conduit,1,BRQ,,core.ranged OR01 BR02 PR01 BR05 BR06 BRQ OR03 BRQ2
81,random ranged seg2 #9,random,ranged,seg2,3000,10,1599.82,11.625,131.5,1,3.0,1327.5,80,0,381,1.98,lattice,1,PRQ,,core.ranged PR02 PR01 PR03 PR05 BR01 PRQ BR02 PRQ3 OR01
85,random ranged seg2 #13,random,ranged,seg2,3000,9,1332.34,7.875,131.0,1,9.1,1155.0,0,0,458,2.06,lattice,1,,,core.ranged OR02 OR05 PR02 OR10 BR01 OR11 PR01 BR04
89,random magic seg2 #1,random,magic,seg2,3000,10,1301.69,10.125,52.6,0,80.9,1365.0,1,0,337,1.10,gravemarch,1,DOQ,,core.magic DO05 DO12 IN02 DO03 IN06 DOQ IN03 DT01 DT04
93,random magic seg2 #5,random,magic,seg2,3000,10,1555.94,11.250,155.9,1,12.3,1417.5,0,0,1341,2.68,gravemarch,1,,,core.magic DO05 DT01 IN02 DT04 DO07 DT11 IN06 DT05 DT02
97,random magic seg2 #9,random,magic,seg2,3000,10,963.02,7.000,133.5,1,19.9,937.5,1,0,288,1.27,gravemarch,1,DTQ,,core.magic DT02 DT01 IN02 DT04 IN01 IN03 DT03 DTQ IN04
101,random magic seg2 #13,random,magic,seg2,3000,10,3434.87,25.000,137.2,1,5.9,3337.5,1,0,1424,3.97,lattice,1,DOQ,,core.magic DO12 DO09 DT01 DOQ DO01 DOQ2 DT06 DT02 IN02
105,random melee seg4 #1,random,melee,seg4,8000,20,2034.89,15.375,101.4,0,143.7,1935.0,80,0,150,1.20,gravemarch,3,BAQ,,core.melee BA02 pick.M3 EX01 EX04 BA01 EX08 BAQ BAQ4 BAQ3 BAQ2 BA04 BA08 MO01 BAQ1 BA05 MO04 BA03 BAF2 MO02
109,random melee seg4 #5,random,melee,seg4,8000,18,5491.35,37.500,128.4,0,57.6,5115.0,1,0,437,7.38,lattice,3,EXQ,,core.melee MO02 MO06 EX01 MOQ EX04 MOQ5 MO07 EX02 EXQ EXQ1 MOQ2 EX03 EX05 EXQ3 EX08 EX12 pick.M1
113,random melee seg4 #9,random,melee,seg4,8000,21,5222.57,34.250,149.4,0,61.7,4762.5,0,0,248,9.06,lattice,3,EXQ,,core.melee pick.M2 EX02 BA01 BA02 EX01 BA06 BAQ BAQ4 BA07 EX05 BA11 BA04 BA08 MO02 MO05 EXQ EX06 EX12 BA05 MO01
117,random melee seg4 #13,random,melee,seg4,8000,21,4539.47,31.875,72.7,0,113.3,4192.5,80,0,144,7.97,lattice,3,BAQ,,core.melee pick.M1 MO01 MO02 EX02 BA01 BA03 BAQ BA02 MO05 BA05 MOQ EX01 MOQ6 MOQ4 BA06 EX03 EX04 BA10 MO08 MOQ2
121,random ranged seg4 #1,random,ranged,seg4,8000,22,2790.91,18.500,169.4,1,9.7,2220.0,1,0,983,2.23,lattice,3,BRQ,,core.ranged PR01 OR02 pick.M1 BR02 BR06 BRQ OR01 OR06 BR05 BRQ6 OR04 OR05 PR02 G1 core.magic BR01 BRQ1 DO05 OR10 IN01 DO01
125,random ranged seg4 #5,random,ranged,seg4,8000,19,1819.23,11.000,131.6,0,39.4,1455.0,5,0,335,2.18,lattice,3,ORQ,,core.ranged OR01 PR01 pick.M1 OR04 ORQ OR09 OR10 OR08 OR03 PR03 PRQ OR02 PR05 PR06 BR01 PRQ1 PR04 ORF2
129,random ranged seg4 #9,random,ranged,seg4,8000,20,1874.72,12.875,152.9,1,5.7,1620.0,2,0,1079,0.84,conduit,3,ORQ,,core.ranged BR01 pick.M2 OR02 BR04 BR08 BR07 PR01 OR01 OR05 OR06 ORQ PR03 ORQ1 PRQ BRF2 BR03 BR09 PRQ5 PR02
133,random ranged seg4 #13,random,ranged,seg4,8000,18,2850.54,18.375,168.5,1,32.6,2460.0,12,0,791,2.13,lattice,3,ORQ,,core.ranged PR01 OR01 BR01 pick.M2 OR04 BR03 BR11 ORQ ORQ2 ORQ3 BR06 BRK1 ORQ5 BRF1 OR03 PR02 PR03
137,random magic seg4 #1,random,magic,seg4,8000,18,468.83,2.375,167.6,1,8.0,360.0,1,0,333,1.18,conduit,3,DTQ,,core.magic DT01 IN02 IN06 DO12 INQ DT06 DT03 IN09 IN08 INQ2 DO09 DO02 DTQ INK1 DT04 DT02 pick.M1
141,random magic seg4 #5,random,magic,seg4,8000,19,3111.09,20.250,41.4,0,36.0,2602.5,0,0,1295,4.28,gravemarch,3,,,core.magic DO01 DT01 DO03 IN02 IN03 DT06 DO02 DT03 DT05 DT02 DO09 DO04 DTA DT11 IN04 DT07 DO12 pick.M1
145,random magic seg4 #9,random,magic,seg4,8000,20,5728.24,40.250,148.4,1,0.1,5167.5,80,0,1897,3.20,conduit,3,DOQ,,core.magic pick.M3 DO05 DO12 DT01 DT04 DT05 DO09 DT11 DO02 DO06 DT06 DOK2 DOQ DO03 DOQ3 IN02 DO08 DT02 DO01
149,random magic seg4 #13,random,magic,seg4,8000,16,7021.50,42.500,89.3,1,6.3,5797.5,1,0,1555,4.87,lattice,3,INQ,,core.magic pick.M3 IN02 DO01 DT02 IN01 IN06 INQ DO02 DT05 DT04 IN05 INK2 DO12 IN09 INA
153,random melee seg6 #1,random,melee,seg6,16000,33,6718.21,42.625,136.7,0,139.8,5692.5,1,0,483,6.87,lattice,6,EXQ,,core.melee BA02 EX01 EX02 EXQ MO02 BA05 EX08 EX05 BAQ BA06 BAQ1 EXQ5 EXQ3 pick.M3 BAQ5 EX12 BAQ3 EX04 BAQ6 EX06 MO06 BA11 EXQ6 MO03 BA07 EXF1 BA01 BA12 MO08 BAQ2 MOQ MO05
157,random melee seg6 #5,random,melee,seg6,16000,30,4562.48,30.125,0.0,0,294.0,3907.5,0,0,764,1.38,gravemarch,6,MOQ,,core.melee MO01 MO04 MOQ EX02 MO03 EX01 MO02 EX12 MOQ1 MOF1 EXQ MO08 MO11 EX06 EXQ6 EX05 MO12 pick.M2 EX04 EX09 EX03 MO09 EXQ3 EX11 MOQ2 MOK2 MOQ3 EX07 MO10
161,random melee seg6 #9,random,melee,seg6,16000,33,3581.88,23.750,0.0,0,276.0,2992.5,1,0,402,1.36,gravemarch,6,MOQ,,core.melee MO02 MO05 BA01 BA04 BAQ MO10 MO08 BA07 BA10 MOF2 BAQ1 BA03 MOQ EX01 EX04 MOQ1 BA08 BA02 EX06 pick.M3 BAQ4 EX02 MO09 BA05 MOQ3 BAK1 BAF1 MOQ6 MOQ5 EX03 MO03 EX07
165,random melee seg6 #13,random,melee,seg6,16000,31,384.83,2.750,55.0,0,206.0,360.0,80,0,130,1.09,conduit,6,BAQ,,core.melee pick.M3 BA02 MO01 MO02 MO06 MO03 MO08 MOQ BA05 MO10 MO04 BA06 BA07 BAQ MOQ4 MOQ2 BAQ2 MOQ3 BAQ4 MOQ6 MO07 BA10 BA01 MO12 MOK1 BA08 BAQ3 BAK1 MO05 BA11
169,random ranged seg6 #1,random,ranged,seg6,16000,34,4156.64,31.625,113.5,0,135.3,3975.0,1,0,1573,1.22,gravemarch,6,BRQ,,core.ranged BR01 OR02 OR06 pick.M1 OR01 BR02 BRQ BRQ1 OR05 BR11 PR01 OR04 OR08 PR02 PR06 PRQ BRQ5 BRQ6 PR03 BR04 PRK1 BRQ2 BR03 BRF2 ORQ OR03 BR07 ORQ6 PRQ1 OR11 PR08 BRQ4 PR04
173,random ranged seg6 #5,random,ranged,seg6,16000,35,2681.19,18.250,128.9,0,120.3,2452.5,80,0,1002,2.44,lattice,6,PRQ,,core.ranged pick.M3 PR02 PR01 PR03 BR01 PRQ PR05 PR04 BR02 OR02 PRF2 G1 core.melee OR01 BA01 BA02 PR10 PR11 ORQ PRQ3 PRQ1 PR09 PR08 BAQ BR05 BAQ6 BA07 PR06 ORQ7 BR04 EX02 BR11 ORQ2 BRS2
177,random ranged seg6 #9,random,ranged,seg6,16000,32,2650.43,18.250,128.4,0,148.6,2407.5,16,0,1249,1.30,conduit,6,ORQ,,core.ranged OR01 PR02 OR04 BR01 PR01 PR05 OR08 OR03 BR04 PR03 OR09 BR11 ORQ ORQ2 PR06 ORF2 pick.M3 PR07 PRF1 PR12 OR07 PR09 PR04 ORQ6 ORQ4 BR09 PRS2 PR10 OR10 OR12 ORQ5
181,random ranged seg6 #13,random,ranged,seg6,16000,33,3843.79,25.250,115.5,0,163.5,3397.5,2,0,1155,1.29,gravemarch,6,ORQ,,core.ranged PR01 BR01 PR03 BR04 PR08 OR01 BR11 PRQ PRQ6 PR04 BR02 BR06 PR11 BRQ PRK1 OR03 PR05 PRQ2 BRQ1 PR10 pick.M2 BRQ3 PRF1 BRS1 OR04 PRQ1 PRQ3 PRQ4 ORQ PR06 BR08 BRS2
185,random magic seg6 #1,random,magic,seg6,16000,33,5239.17,30.875,153.5,0,115.5,4132.5,1,0,1593,3.17,gravemarch,6,DTQ,,core.magic DO12 pick.M3 DO05 DOQ IN01 IN05 DT02 DOQ1 DT10 DOQ6 DT01 DO11 DT03 IN11 DO01 IN10 IN04 DOF1 DO03 DT06 DT07 DOQ4 DO07 DT09 DT04 IN06 DT05 DTQ DO02 DOK1 IN12 IN07
189,random magic seg6 #5,random,magic,seg6,16000,33,6745.87,47.000,111.3,1,3.7,6210.0,1,0,2103,2.70,gravemarch,6,DOQ,,core.magic DO01 DO12 DO02 DO04 DT01 DO03 IN01 pick.M3 IN03 IN02 IN05 INK2 IN04 DO05 DT06 IN06 DT02 DO11 DT05 DT03 INQ DOK2 INQ2 INQ6 DOQ DT09 DOF1 IN07 DT10 DOQ5 DO08 INQ1
193,random magic seg6 #9,random,magic,seg6,16000,33,2537.06,14.125,187.2,0,42.9,1920.0,0,0,1533,3.74,conduit,6,DTQ,,core.magic IN02 DT02 DT10 DO05 pick.M2 DO01 DO03 DT03 DTQ DTQ4 DTQ5 IN01 DO07 DOK1 DO09 INQ INQ3 DO12 IN10 DO08 IN04 IN03 DO10 DOF2 IN05 DTQ2 IN06 DO04 DT06 IN11 DT11 DOS2
197,random magic seg6 #13,random,magic,seg6,16000,24,5978.02,38.000,267.2,1,5.6,5430.0,0,1,5374,6.35,conduit,6,DTQ,DOV,core.magic DO01 DO05 DO06 DO03 DO12 IN01 pick.M2 DO07 IN02 INQ IN03 INQ5 DO11 DO10 DOC DT02 DT01 INQ2 DTQ DO02 DT06 DO08 DOV
201,random melee seg9 #1,random,melee,seg9,31876,44,7914.40,47.375,7.2,0,330.8,6352.5,80,2,980,4.97,lattice,10,BAQ,EXV,core.melee EX01 BA01 pick.D2 EX02 EX05 EX06 EXQ EX04 pick.M2 EXQ5 BA04 EXK1 MO01 EX09 BA03 BA07 EXQ3 EX08 MO02 EXS1 BAF1 MO03 EX10 EXQ1 BAQ MO08 MOQ EXC BA09 BAQ6 BA10 EX03 BAC EXF1 EXQ6 BAQ5 MO06 MO07 MOA MOQ5 BA02 EXV EX07
205,random melee seg9 #5,random,melee,seg9,32000,53,4322.55,29.500,90.5,0,270.5,4035.0,1,0,1423,1.54,conduit,10,EXQ,,core.melee pick.M3 pick.D1 EX01 BA01 BA03 BA02 BA06 BA08 MO02 BA11 BA04 BAK2 BA09 BA05 MO06 MO11 BAS1 MO01 BAQ BA12 EX04 MO10 BAQ6 BA07 MO08 EX03 EX06 BAK1 MOQ BAF1 MO07 MOA MOF2 MO09 EX08 EX09 MO04 EXK1 MOQ2 MOK2 EX05 BAS2 EXQ BAQ5 MOQ6 EX10 MO03 EXC EXQ6 BA10 MOE2 MOS2
209,random melee seg9 #9,random,melee,seg9,32000,49,4559.09,28.250,115.7,0,338.4,3847.5,0,1,487,1.47,gravemarch,10,EXQ,MOV,core.melee pick.M2 pick.D1 MO02 MO05 BA01 EX02 MOQ MOQ4 BA04 MO10 MOQ5 MO06 MO08 EX01 MO07 EX06 EXQ MOQ6 EXQ4 MO03 MO09 BAQ MOK2 BAQ2 BA09 BAQ1 EXQ3 EX03 EXQ6 MOV BA07 EX07 BA03 BA10 MOV3 MOK1 MOQ2 BA11 MO11 MOF1 EXK2 EX04 BA08 BA02 BA05 EXQ2 EX08 BAQ3
213,random melee seg9 #13,random,melee,seg9,32000,49,6970.69,45.125,66.7,0,223.5,6472.5,80,2,349,5.74,lattice,10,BAQ,MOV,core.melee pick.M2 BA02 BA05 BAQ BA06 pick.D1 BAQ6 BA11 BA07 EX01 MO01 BA08 EX02 BA01 EX05 BA12 MO03 BAQ2 MO07 MO08 BAQ4 EX04 MO11 EXK1 MOQ MOA MO04 EX11 EX12 EXS2 MOK1 EXS1 MOQ2 BA03 EX09 EXQ EXQ2 BAQ1 BAQ5 BA10 EXQ3 MO12 EX10 MOQ6 MOQ3 MOV EXQ5 BA04
217,random ranged seg9 #1,random,ranged,seg9,32000,49,5108.80,31.750,178.2,0,141.2,4140.0,14,1,1649,1.13,gravemarch,10,ORQ,BRV,core.ranged BR01 BR04 pick.D1 BR08 BR02 OR02 BR03 PR02 BRF2 BR09 BRC BR11 OR05 OR06 BR06 ORQ OR07 OR10 ORQ5 ORQ7 PR01 BRQ PR11 OR03 BRV PR10 OR11 ORQ3 G1 core.melee pick.M1 ORF1 BA01 ORQ1 EX02 BR05 BA02 PRQ PRQ1 BRV1 PR03 BRK2 BR07 OR09 BA06 BR10 ORQ4 ORE1
221,random ranged seg9 #5,random,ranged,seg9,32000,55,4841.77,29.250,116.8,0,187.3,4072.5,1,0,2037,1.37,conduit,10,BRQ,,core.ranged BR02 pick.M3 OR01 BR06 pick.D1 BRQ BRQ6 PR02 OR03 BR01 BRQ5 OR04 OR08 PR06 OR09 BR03 ORQ OR02 BR11 BR05 BR08 PRQ BR04 OR12 OR05 PR05 OR11 ORQ3 BRQ3 PRQ2 BR09 PR11 PRF1 BRQ7 BRQ1 PR01 PR10 BR07 OR10 BRF2 BR10 ORQ6 OR06 BRC PRK2 BRK2 PRK1 OR07 PRQ5 PRQ3 PRS2 G1 core.melee PR07
225,random ranged seg9 #9,random,ranged,seg9,32000,52,6917.66,45.000,183.4,0,227.8,5632.5,0,1,2091,1.32,gravemarch,10,PRQ,PRV,core.ranged PR01 pick.D1 OR02 PR02 OR05 PRQ pick.M2 PRQ4 OR10 PR05 PRQ6 PR10 OR09 OR04 PR06 OR06 ORQ OR12 ORF1 ORK2 PRS2 PR03 PR11 ORQ5 OR01 OR03 PR09 ORQ2 PR04 BR11 OR11 PRK2 OR08 PR07 PRQ1 PRQ2 PRF2 BR08 BR03 ORK1 ORQ7 BR04 OR07 BR06 BR07 PRV BRK1 PR12 BR01 PR08 PRE2
229,random ranged seg9 #13,random,ranged,seg9,32000,50,4053.83,27.750,228.9,0,105.1,3547.5,2,1,1702,1.25,conduit,10,ORQ,BRV,core.ranged PR02 OR02 OR05 ORQ pick.D1 BR01 BR04 OR10 OR06 ORQ7 ORQ3 BR02 ORQ5 BR08 BRQ ORQ2 PR06 BR07 OR01 OR04 PR11 OR07 BRQ5 pick.M2 BR06 OR11 BRQ3 BRC BR09 OR12 BR05 BR03 BRK1 OR09 BRK2 ORQ4 BRQ6 BRQ4 OR08 OR03 PRQ BR11 PRQ6 PR05 BRV PRQ4 PR07 PRF1 ORS2
